,question,choice_list,choice_order
2034,"A hundred stones are placed, in a straight line, a yard distant from each other. How many yards must a person walk, who undertakes to pick them up, and place them in a basket stationed one yard from the first stone?","['10,000 yards', '10,500 yards', '10,100 yards.To collect the stones, the person must walk 1 yard to pick up the first stone, and then they had to double the distance each time - 2 yards, 4 yards, 8 yards etc.To find the answer we multiply 202 by 50 = 10,100 yards.', '10,200 yards']","[2, -1, -1, -1]"
2035,"Mickey and Donald decided to take a break from shooting cartoons and played several golf matches against each other in a week. They played for a pizza at each match, but no pizzas were purchased until the end of the week.If at any time Mickey and Donald had the same number of wins, those pizzas were canceled. Mickey won four matches (but no pizzas), and Donald won three pizzas. How many rounds of golf were played?","[""11 rounds. Donald won 7 matches - Four to cancel out Mickey's and three more to win the pizzas."", '12 rounds', '10 rounds', '14 rounds']","[0, -1, -1, -1]"
2036,Three matches are sitting on a table. Without adding another make for three matches four. You are not allowed to break any of the matches.,"['Place the three matches in a way that they create a triangle shape, resembling the number four.', 'Arrange the three matches in a way that they form a square shape, which represents the number four.', 'Shape the 3 matches into a roman numeral four:IV.', 'Combine the three matches to form the letter ""A"" which looks like the number four.']","[2, -1, -1, -1]"
2037,Our product and our sum always give the same answer. Who are we?,"['1,2,31 + 2 + 3 = 61 * 2 * 3 = 6', '4', '1', '7']","[0, -1, -1, -1]"
2038,81 x 9 = 801. What must you do to make the this equation true?,"['81 x 9 = 918', '81 x 9 = 891', 'Turn it upside down.108 = 18 x 6', '81 x 9 = 810']","[2, -1, -1, -1]"
2039,Can you write down eight eights so that they add up to one thousand?,"['888 + 88 + 8 + 8 + 8 = 1080', '888 + 88 + 8 + 8 + 8 = 880', '888 + 88 + 8 + 8 + 8 = 1008', '888 + 88 + 8 + 8 + 8 = 1000']","[3, -1, -1, -1]"
2040,How many times can you subtract the number 5 from 25?,"['""Five times. You can subtract 5 from 25 five times before it\'s not 25 anymore.""', ""Once. After that it's not 25 anymore."", '""Twenty times. You can subtract 5 from 25 twenty times before it\'s not 25 anymore.""', '""Ten times. You can subtract 5 from 25 ten times before it\'s not 25 anymore.""']","[1, -1, -1, -1]"
2041,One is to three as three is to five and five is to four and four is the magic number.What is the pattern here?,"['Three. The pattern is that each word has one less letter than the previous word.', 'Six. The pattern is that each word has one less letter than the next word in the sequence.', ""Four.The word One has 3 letters, in the word three there are 5 letters, in the word five there are four letters and four has four letters in it as well. Whatever number you'll go back to four, and that's why it's the magic number."", 'Five. The pattern is that each word has one more letter than the previous word.']","[2, -1, -1, -1]"
2042,How many sides does a circle have?,"['""None - a circle is a 2-dimensional shape""', '""Infinite - a circle has an infinite number of points on its circumference""', 'Two - inside and outside.', '""One - a circle is a continuous curve with no distinct sides""']","[2, -1, -1, -1]"
2043,"If two is a company and three is a crowd, what is 4 and 5?","['7', '13', '9.', '11']","[2, -1, -1, -1]"
2044,"A man has 365 apples. You take away 31, how many apples do you have?","[""31.You took 31 apples so that's how many you have."", '334', '365', '0']","[0, -1, -1, -1]"
2045,A businessman buys a horse for $10 and sells it for $20. He then buys the same horse for $30 and sells it for $40.How much has the businessman earned in these 2 deals?,"['$30', '$20.', '$40', '$10']","[1, -1, -1, -1]"
2046,Two people are walking towards each other on a beach. They are both completely identical. Who will be the first to greet the other?,"['The more polite one, of course.', '""The person on the right""', '""They will greet each other at the same time""', '""The person on the left""']","[0, -1, -1, -1]"
2047,Mr. Thompson has 2 children. One of them is a boy. What are the odds the second kid is also a boy?,"['50%', '25%', '100%', '75%']","[0, -1, -1, -1]"
2048,"If you have two twins, three triplets and four quadruplets, how many people do you have?","['12', '2 + 3 + 4 = 9 | Two twins are 2 people, three triplets are 3 people, and four quadruplets are 4 people.', '10', '8']","[1, -1, -1, -1]"
2049,"Jack had only $2, but he needed $3 for his cab fare home. He went to a pawn shop and pawned his $2 for $1.50. Jack then bumped into Don and told him that he would sell him his $2 pawn ticket for $1.50. Dan agreed. Since Jack started out with $2, and he ended up with $3, who is out the extra dollar and why?","[""Dan is out 1 dollar, because he'll have to pay the pawnshop owner another $1.50 before getting the $2."", 'Jack is out 1 dollar, because he only received $1.50 for pawning his $2 item.', 'The pawnshop owner is out 1 dollar, because they only received $1.50 for the pawned item instead of the full $2.', 'Don is out 1 dollar, because he paid $1.50 for the pawn ticket but only received $2 in return.']","[0, -1, -1, -1]"
2050,"If seven people meet each other and each shakes hands only once with each of the others, how many handshakes will there have been?","['28', '10', '15', '21.Because 6+5+4+3+2+1=21']","[3, -1, -1, -1]"
2051,A new medical building containing 100 offices had just been completed. Mark was hired to paint the numbers 1 to 100 on the doors. How many times will Mark have to paint the number nine?,"['25', '10', '20!These are the doors: 9, 19, 29, 39, 49, 59, 69, 79, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99.', '15']","[2, -1, -1, -1]"
2052,"Take two numbers, such that the square of the first, plus the square of the second, shall equal 8; while the first, plus the product of the first and second, shall equal 6.  What are the two numbers?","['2 and 3', '4 and 0', '3 and 1', '2 and 2.']","[3, -1, -1, -1]"
2053,"If a boy blows 18 bubbles, then pops 6 eats 7 and then he pops 5 and blows 1.How many are left?","['0', '10', '1', '2']","[2, -1, -1, -1]"
2054,You have to blow it to play with it. What is it?,"['A harmonica', 'A whistle', 'A trumpet', 'A balloon.']","[3, -1, -1, -1]"
2055,"There's a body lying dead on a bed, and on the floor beside it is a pair of scissors. The scissors were instrumental in his death, yet there's no trace of blood. The body reveals no signs of any cuts or bruises. How could the person have been murdered with the pair of scissors?","['The person was killed by electrocution using the scissors as a conductor.', 'The person slept on a waterbed. His killer used the scissors to cut the bed open and drown him.', 'The person was killed by a poison injected into their body using the scissors.', 'The person was killed by suffocation using the scissors to block their airway.']","[1, -1, -1, -1]"
2056,A fireman is running to get a net under a lady who looks like she might jump off the balcony of her 20 story apartment building. There is nothing below her except a 20 story fall. The fireman is still 100 yards away when she falls and can't nearly get there in time. The woman is not hurt more than a bruise. How is that possible?,"['The fireman caught her mid-air.', 'She was wearing a parachute and landed safely.', 'She fell back into her apartment, jumping from the balcony into the inside.', 'The woman fell onto a trampoline that was placed below her balcony.']","[2, -1, -1, -1]"
2057,"A man goes out drinking every night, returning to his home in the wee hours of every morning. No matter how much he drinks, he never gets a hangover. This drink is very well known, but is rarely consumed, served warm and taken straight from its source. The man is a sucker for a free drink, especially since he can't live without it. What is his favorite drink?","['Orange juice', ""Blood, he's a vampire!"", 'Coffee', 'Water']","[1, -1, -1, -1]"
2058,"There is a dead man in the middle of a field, nothing is around him and there are no footprints of any sort. There is an unopened package next to him. How did he die?","['Heart attack', 'Lightning strike', 'Poisoning', 'Failed Parachute']","[3, -1, -1, -1]"
2059,"A pet shop owner had a parrot with a sign on its cage that said ""Parrot repeats everything it hears"". Davey bought the parrot and for two weeks he spoke to it and it didn't say a word. He returned the parrot but the shopkeeper said he never lied about the parrot. How can this be?","['The parrot is deaf.', '""The parrot was scared and didn\'t feel comfortable speaking""', '""The parrot was sick and unable to speak""', '""The parrot was trained not to speak""']","[0, -1, -1, -1]"
2060,"The prisoner was locked up in a room with a dirt floor. The room has one window, which is high up above the prisoner's height. The prisoner had a shovel, but he had only 2 days to get out, and digging would take him more than 5. How would he escape?","['The prisoner would use the shovel to dig a tunnel under the dirt floor and escape through it.', 'The prisoner would use the shovel to break the window and escape through the broken glass.', 'He would use the shovel to make a pile of dirt to climb up to the window and jump out.', 'The prisoner would use the shovel to create a hole in the wall and escape through it.']","[2, -1, -1, -1]"
2061,"A Japanese boat was stuck in water because of the storm, and after the storm, the captain was found dead. The engineer was busy fixing the signals, the cook was managing the wine barrels, the wife went to the room, and the maid was fixing the upside-down turned flag. Who killed the captain?","['The cook', 'The wife', 'The engineer', 'The maid. A Japanese flag is the same from all sides, with a red dot in the center of a white background.']","[3, -1, -1, -1]"
2062,"A man was found dead while on his work trip abroad. The suspects were his colleagues Mason, Bob, Lisa, and Alex. On the calendar, 3, 4, 9, 10, 11 were written in blood. How should the detectives decode the numbers to find the killer?","[""The numbers are those of the months whose first letters spell out 'Mason'."", 'The numbers correspond to the number of times each suspect had interacted with the victim on the trip.', 'The numbers indicate the order in which the suspects were seen leaving the crime scene by a witness.', 'The numbers represent the dates on which the victim had important meetings with each of the suspects.']","[0, -1, -1, -1]"
